Name,Link,Documents,Citations,H-index,Coauthor1,CoauthorNo1,Coauthor2,CoauthorNo2,Coauthor3,CoauthorNo3,Coauthor4,CoauthorNo4,Coauthor5,CoauthorNo5,Coauthor6,CoauthorNo6,Coauthor7,CoauthorNo7,Coauthor8,CoauthorNo8,Topic1,Topic2,Topic3,Topic4,Topic5,article,conference paper,book chapter,editorial,review,book,erratum,letter,Publications2021,Publications2020,Publications2019,Publications2018,Publications2017,Publications2016,Publications2015,Publications2014,Publications2013,Publications2012,Publications2011,Publications2010,Publications2009,Publications2008,Publications2007,Publications2006,Publications2005,Publications2004,Publications2003,Publications2002,Publications2001,Publications2000,Publications1999,Publications1998,Publications1997,Publications1996,Publications1995,Publications1994,Publications1993,Publications1992,Publications1991,Publications1990,Publications1989,Publications1988,Publications1987,Publications1986,Publications1985,Publications1984,Publications1983,Publications1982,Publications1981,Publications1980,Publications1979,Publications1978,Publications1977,Publications1976,Publications1975,Publications1974,Publications1973,Publications1972,Publications1971,Publications1970,Citations2021,Citations2020,Citations2019,Citations2018,Citations2017,Citations2016,Citations2015,Citations2014,Citations2013,Citations2012,Citations2011,Citations2010,Citations2009,Citations2008,Citations2007,Citations2006,Citations2005,Citations2004,Citations2003,Citations2002,Citations2001,Citations2000,Citations1999,Citations1998,Citations1997,Citations1996,Citations1995,Citations1994,Citations1993,Citations1992,Citations1991,Citations1990,Citations1989,Citations1988,Citations1987,Citations1986,Citations1985,Citations1984,Citations1983,Citations1982,Citations1981,Citations1980,Citations1979,Citations1978,Citations1977,Citations1976,Citations1975,Citations1974,Citations1973,Citations1972,Citations1971,Citations1970
"Mohamed, Ahmed M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57195204745,3,1,1,"Nafie, Mohammed H.",3,"ElBatt, Tamer A.",2,"Tadrous, John",2,"Batt, Tamer El",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Caching; Radio Access Networks; Zipf Distribution,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohammed, Rawan",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57218880157,3,1,1,"Radwan, Ahmed G.",3,"Said, Lobna A.",3,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mosad, Ahmed G.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55600603500,3,79,3,"Radwan, Ahmed G.",3,"Salama, Khaled Nabil",2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,5,7,11,22,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rashad, Somia H.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57195132208,3,33,2,"Hamed, Esraa M.",2,"AbdelAty, Amr M.",1,"Elwy, Omar",1,"Fouda, Mohammed E.",1,"Madian, Ahmed H.",1,No Coauthor,No Coauthor,No Coauthor,Fractional Order; Differentiators; Low Pass Filters,Memristors; RRAM; Chaotic Circuit,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salah, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57196676666,3,11,2,"Nafie, Mohammed H.",3,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salem, Ahmed H.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56277916100,3,16,2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Job Shop; Machine Tools; Sustainable Manufacturing,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salim, Alyaa I.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57204711989,3,6,1,"Atwa, Manal A.",1,"Nassar, Rihab H.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Sofosbuvir; BMS-790052; ABT-267,No topic,No topic,No topic,No topic,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shahin, Abdalla Saber",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211989771,3,7,1,"Azar, Ahmad Taher",2,"Elsamanty, M.",1,"Elsharkawy, Omar Ibrahim",1,"Marzouk, Hagar",1,"Sayed, Abdelrahman",1,"Shaarawy, Abdelaziz Wasfy",1,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wahba, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=36834586600,3,3,1,"Abdelsalam, Mohamed",1,"Duarte, David E.",1,"Wassal, Amr",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yasser, Shahd",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57221916553,3,2,1,"Fahim, Irene Samy",2,"Abdulatif, Nour",1,"Saleh, Abdelrahman",1,"Sameh, Nour",1,"Tariq, Omar",1,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abbas, Ahmed Ashraf",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57212313265,2,3,1,"Alphonse, Albert Ashraf",1,"Elsayed, Nada Saif",1,"Fathy, Amr Medhat",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Pneumatic Actuators; Grippers; Manipulators,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdel-Gawad, Ahmed H.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57215285541,2,2,1,"Mohamed, Ahmed T.",1,"Said, Lobna A.",1,"Saleh, Hassan I.",1,"Tolba, Mohamed F.",1,"Yassin, Heba M.",1,No Coauthor,No Coauthor,No Coauthor,Image Encryption; Chaotic Map; Hyperchaotic System,No topic,No topic,No topic,No topic,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdel-Latif, May M.A.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57212210952,2,1,1,"Kalel, Navnath A.",1,"Mahale, Vishal",1,"el-Tayeb, Nabil S.M.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Friction Materials; Brake Linings; Pad,No topic,No topic,No topic,No topic,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdelradi, Yasmeen M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57216633080,2,0,0,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Cellular Networks; Power Allocation; Relay Selection,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdelrazek, Loav",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57203636585,2,1,1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Botnet; Direct Numerical Simulation; Malware,Key Agreement Protocol; Authentication Protocol; Local Thermodynamic Equilibrium,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdullatif, Nour",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57220957356,2,0,0,"Fahim, Irene Samy",1,"Mourad, Trez",1,"Tawfik, Rawan",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abuzaid, Mohamad M.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55488469100,2,2,1,"Raafat, Ahmed M.",1,"Shaker, Ahmed",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adel, Khaled",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57208797806,2,0,0,"Abounaser, Hassan",1,"Badr, Amr Ahmed",1,"Bahaa, Mahmoud",1,"Fawzy, Hesham M.",1,"Nafie, Mohamed Samy",1,No Coauthor,No Coauthor,No Coauthor,Intrusion Detection System; Anomaly Detection; Denial-Of-Service Attack,No topic,No topic,No topic,No topic,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahmed, Ola I.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57215271918,2,7,2,"Said, Lobna A.",2,"Yassin, Heba M.",2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Fractional Order; Differentiators; Low Pass Filters,No topic,No topic,No topic,No topic,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Al Sadeq, Mai",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57203956747,2,6,2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Evapotranspiration; Crop Coefficient; Lysimeters,No topic,No topic,No topic,No topic,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ali, Ramy E.",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57198171586,2,9,2,"Seddik, Karim G.",2,"El-Keyi, Amr Fawzy",1,"Han, Zhu",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AlNagar, Yousef",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57212033079,2,9,2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Caching; Radio Access Networks; Zipf Distribution,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aly, Ahmed Magd",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57212308808,2,7,2,"Abdulaziz, Abdallah Mahir",1,"Azar, Ahmad Taher",1,"Hassan, Youssef Mohamed",1,"Mohamed, Amr Ahmed",1,"Radwan, Mahmoud Elbakry",1,"Shalaby, R.",1,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amr, Poussy",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=56004953000,2,5,2,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ayman, Mohamed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57189303055,2,2,1,"Esmael, Mohamed M.R.",1,"Gooda, Karim",1,"Guaily, Amr G.",1,"Mobarak, Mohamed S.",1,"Seddik, Ahmed",1,No Coauthor,No Coauthor,No Coauthor,Phase Shifters; Phased Arrays; Variable Gain Amplifiers,Wind Tunnels; Diffusers; Low Turbulence,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahaa, Mahmoud",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57193615191,2,1,1,"Adel, Khaled",1,"Fawzy, Hesham M.",1,"Keitler, Peter",1,"Naik, Hemal",1,"Navab, Nassir",1,"Tombari, Federico",1,No Coauthor,No Coauthor,Pose Estimation; Object Detection; Grippers,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahey, Ahmed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55570904400,2,7,1,"Otjacques, Benoît Ît",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beb, Mayra Yucely",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211991019,2,2,1,"Garces, Santiago Ramos",2,"Azar, Ahmad Taher",1,"Wahby Shalaby, Mohamed A.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boubakari, Abdoulaye",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211989846,2,2,1,"Garces, Santiago Ramos",2,"Azar, Ahmad Taher",1,"Wahby Shalaby, Mohamed A.",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De Brito Silva, Gabriel",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57203919187,2,9,2,"Razali, Mohd Saiful Akmal Bin",2,"Ali, Hedaya Rafat",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diab, Mohammed",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=55613514700,2,15,2,"Moawad, Eman Magdy",1,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,No Coauthor,Range Finders; Lidar; Laser Scanner,No topic,No topic,No topic,No topic,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eid, Yomna",https://08105ofxv-1103-y-https-www-scopus-com.mplbci.ekb.eg/authid/detail.uri?authorId=57211990216,2,0,0,"Barakat, Rameez",1,"El-Kaliouby, Shaymaa",1,"Mohammed, Belal",1,"Mohammed, Pasant",1,"Tarek, Amira",1,"Yousef, Ahmed Hassan",1,No Coauthor,No Coauthor,No topic,No topic,No topic,No topic,No topic,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
